2008-01-03,0.024537
2008-01-04,0.024564
2008-01-07,0.024647
2008-01-08,0.024638
2008-01-09,0.024684
2008-01-10,0.024695
2008-01-11,0.024695
2008-01-14,0.024727
2008-01-15,0.024719
2008-01-16,0.024733
2008-01-17,0.024712
2008-01-18,0.024719
2008-01-21,0.024711
2008-01-22,0.024656
2008-01-23,0.024636
2008-01-24,0.024751
2008-01-25,0.024786
2008-01-28,0.024874
2008-01-29,0.024848
2008-01-30,0.024888
2008-01-31,0.024901
2008-02-01,0.024920
2008-02-04,0.024928
2008-02-05,0.024950
2008-02-06,0.024961
2008-02-07,0.024948
2008-02-08,0.024945
2008-02-11,0.024969
2008-02-12,0.024921
2008-02-13,0.024933
2008-02-14,0.024953
2008-02-15,0.024988
2008-02-18,0.025020
2008-02-19,0.025007
2008-02-20,0.025030
2008-02-21,0.025019
2008-02-22,0.025010
2008-02-25,0.025038
2008-02-26,0.025041
2008-02-27,0.025055
2008-02-28,0.025090
2008-02-29,0.025091
2008-03-03,0.025092
2008-03-04,0.025058
2008-03-05,0.025053
2008-03-06,0.025071
2008-03-07,0.025031
2008-03-10,0.024957
2008-03-11,0.024991
2008-03-12,0.025028
2008-03-13,0.025074
2008-03-14,0.025010
2008-03-17,0.025074
2008-03-18,0.024939
2008-03-19,0.024958
2008-03-20,0.025012
2008-03-21,0.024985
2008-03-24,0.025006
2008-03-25,0.025027
2008-03-26,0.025069
2008-03-27,0.025002
2008-03-28,0.025053
2008-03-31,0.025072
2008-04-01,0.025048
2008-04-02,0.025083
2008-04-03,0.025140
2008-04-04,0.025175
2008-04-07,0.025144
2008-04-08,0.025187
2008-04-09,0.025182
2008-04-10,0.025200
2008-04-11,0.025202
2008-04-14,0.025243
2008-04-15,0.025210
2008-04-16,0.025214
2008-04-17,0.025187
2008-04-18,0.025195
2008-04-21,0.025162
2008-04-22,0.025205
2008-04-24,0.025203
2008-04-25,0.025222
2008-04-28,0.025297
2008-04-29,0.025294
2008-04-30,0.025285
2008-05-01,0.025227
2008-05-02,0.025199
2008-05-05,0.025236
2008-05-06,0.025258
2008-05-07,0.025262
2008-05-08,0.025226
2008-05-09,0.025230
2008-05-12,0.025263
2008-05-13,0.025299
2008-05-14,0.025343
2008-05-15,0.025354
2008-05-16,0.025354
2008-05-20,0.025446
2008-05-21,0.025425
2008-05-22,0.025425
2008-05-23,0.025404
2008-05-26,0.025445
2008-05-27,0.025408
2008-05-28,0.025397
2008-05-29,0.025400
2008-05-30,0.025416
2008-06-02,0.025440
2008-06-03,0.025446
2008-06-04,0.025444
2008-06-05,0.025428
2008-06-06,0.025436
2008-06-09,0.025400
2008-06-10,0.025324
2008-06-11,0.025314
2008-06-12,0.025296
2008-06-13,0.025339
2008-06-16,0.025397
2008-06-17,0.025426
2008-06-18,0.025448
2008-06-19,0.025491
2008-06-20,0.025478
2008-06-23,0.025546
2008-06-24,0.025538
2008-06-25,0.025523
2008-06-26,0.025521
2008-06-27,0.025499
2008-06-30,0.025503
2008-07-01,0.025514
2008-07-02,0.025490
2008-07-03,0.025480
2008-07-04,0.025462
2008-07-07,0.025560
2008-07-08,0.025611
2008-07-09,0.025628
2008-07-10,0.025702
2008-07-11,0.025730
2008-07-14,0.025783
2008-07-15,0.025831
2008-07-16,0.025845
2008-07-17,0.025880
2008-07-18,0.025990
2008-07-21,0.026040
2008-07-22,0.026038
2008-07-23,0.025984
2008-07-24,0.026040
2008-07-25,0.026079
2008-07-28,0.026094
2008-07-29,0.026140
2008-07-30,0.026166
2008-07-31,0.026199
2008-08-01,0.026357
2008-08-04,0.026396
2008-08-05,0.026437
2008-08-06,0.026481
2008-08-07,0.026492
2008-08-08,0.026477
2008-08-11,0.026505
2008-08-12,0.026504
2008-08-13,0.026548
2008-08-14,0.026590
2008-08-15,0.026600
2008-08-18,0.026680
2008-08-19,0.026688
2008-08-20,0.026678
2008-08-21,0.026642
2008-08-22,0.026639
2008-08-25,0.026684
2008-08-26,0.026707
2008-08-27,0.026707
2008-08-28,0.026699
2008-08-29,0.026702
2008-09-01,0.026767
2008-09-02,0.026789
2008-09-03,0.026788
2008-09-04,0.026749
2008-09-05,0.026749
2008-09-08,0.026782
2008-09-09,0.026895
2008-09-10,0.026908
2008-09-11,0.026889
2008-09-12,0.026899
2008-09-15,0.026960
2008-09-16,0.026873
2008-09-17,0.026824
2008-09-18,0.026876
2008-09-19,0.026683
2008-09-22,0.026905
2008-09-23,0.026978
2008-09-24,0.026955
2008-09-25,0.026944
2008-09-26,0.026987
2008-09-29,0.026990
2008-10-03,0.027024
2008-10-06,0.026915
2008-10-07,0.026862
2008-10-08,0.026817
2008-10-09,0.026717
2008-10-10,0.026872
2008-10-13,0.026764
2008-10-14,0.026843
2008-10-15,0.026903
2008-10-16,0.026856
2008-10-17,0.026675
2008-10-20,0.026694
2008-10-21,0.026743
2008-10-22,0.026669
2008-10-23,0.026491
2008-10-24,0.026349
2008-10-27,0.026202
2008-10-28,0.025904
2008-10-30,0.026187
2008-10-31,0.026582
2008-11-03,0.026474
2008-11-04,0.026650
2008-11-05,0.026843
2008-11-06,0.026989
2008-11-07,0.027017
2008-11-10,0.027076
2008-11-11,0.027139
2008-11-12,0.027044
2008-11-13,0.026976
2008-11-14,0.026973
2008-11-17,0.027046
2008-11-18,0.027136
2008-11-19,0.027067
2008-11-20,0.027082
2008-11-21,0.027130
2008-11-24,0.027219
2008-11-25,0.027369
2008-11-26,0.027550
2008-11-27,0.027603
2008-11-28,0.027680
2008-12-01,0.027745
2008-12-02,0.027721
2008-12-03,0.027790
2008-12-04,0.027933
2008-12-05,0.028062
2008-12-12,0.028126
2008-12-15,0.028192
2008-12-16,0.028204
2008-12-17,0.028205
2008-12-18,0.028272
2008-12-19,0.028344
2008-12-22,0.028454
2008-12-23,0.028483
2008-12-24,0.028505
2008-12-25,0.028512
2008-12-26,0.028527
2008-12-29,0.028598
2008-12-30,0.028640
2008-12-31,0.028671
2009-01-02,0.028698
2009-01-05,0.028787
2009-01-06,0.028839
2009-01-07,0.028863
2009-01-08,0.028903
2009-01-09,0.028851
2009-01-12,0.028838
2009-01-13,0.028875
2009-01-14,0.028920
2009-01-15,0.029003
2009-01-16,0.029020
2009-01-19,0.029185
2009-01-20,0.029155
2009-01-21,0.029169
2009-01-22,0.029188
2009-01-23,0.029215
2009-01-26,0.029214
2009-01-27,0.029309
2009-01-28,0.029345
2009-01-29,0.029341
2009-01-30,0.029383
2009-02-02,0.029407
2009-02-03,0.029374
2009-02-04,0.029404
2009-02-05,0.029445
2009-02-06,0.029433
2009-02-09,0.029454
2009-02-10,0.029483
2009-02-11,0.029507
2009-02-12,0.029502
2009-02-13,0.029453
2009-02-16,0.029473
2009-02-17,0.029438
2009-02-18,0.029365
2009-02-19,0.029348
2009-02-20,0.029441
2009-02-23,0.029558
2009-02-24,0.029508
2009-02-25,0.029475
2009-02-26,0.029533
2009-02-27,0.029572
2009-03-02,0.029606
2009-03-03,0.029553
2009-03-04,0.029591
2009-03-05,0.029683
2009-03-06,0.029723
2009-03-09,0.029670
2009-03-10,0.029697
2009-03-11,0.029719
2009-03-12,0.029781
2009-03-13,0.029778
2009-03-16,0.029917
2009-03-17,0.030020
2009-03-18,0.030034
2009-03-19,0.030092
2009-03-20,0.030159
2009-03-23,0.030126
2009-03-24,0.030218
2009-03-25,0.030235
2009-03-26,0.030170
2009-03-27,0.030169
2009-03-30,0.030172
2009-03-31,0.030166
2009-04-01,0.030251
2009-04-02,0.030320
2009-04-03,0.030388
2009-04-06,0.030434
2009-04-07,0.030506
2009-04-08,0.030527
2009-04-09,0.030555
2009-04-10,0.030610
2009-04-13,0.030662
2009-04-14,0.030673
2009-04-15,0.030690
2009-04-16,0.030790
2009-04-17,0.030768
2009-04-20,0.030847
2009-04-21,0.030860
2009-04-22,0.030833
2009-04-24,0.030870
2009-04-27,0.030905
2009-04-28,0.030942
2009-04-29,0.030935
2009-04-30,0.030957
2009-05-04,0.031004
2009-05-05,0.031019
2009-05-06,0.031099
2009-05-07,0.031108
2009-05-08,0.031162
2009-05-11,0.031130
2009-05-12,0.031130
2009-05-13,0.031129
2009-05-14,0.031162
2009-05-15,0.031158
2009-05-18,0.031166
2009-05-20,0.031160
2009-05-21,0.031170
2009-05-22,0.031113
2009-05-25,0.031124
2009-05-26,0.031091
2009-05-27,0.031099
2009-05-28,0.031079
2009-05-29,0.031090
2009-06-01,0.031157
2009-06-02,0.031162
2009-06-03,0.031134
2009-06-04,0.031122
2009-06-05,0.031139
2009-06-08,0.031143
2009-06-09,0.031126
2009-06-10,0.031161
2009-06-11,0.031191
2009-06-12,0.031205
2009-06-15,0.031241
2009-06-16,0.031256
2009-06-17,0.031279
2009-06-18,0.031353
2009-06-19,0.031383
2009-06-22,0.031444
2009-06-23,0.031465
2009-06-24,0.031483
2009-06-25,0.031475
2009-06-26,0.031501
2009-06-29,0.031540
2009-06-30,0.031563
2009-07-01,0.031574
2009-07-02,0.031573
2009-07-03,0.031642
2009-07-06,0.031692
2009-07-07,0.031678
2009-07-08,0.031711
2009-07-09,0.031735
2009-07-10,0.031786
2009-07-13,0.031788
2009-07-14,0.031782
2009-07-15,0.031814
2009-07-16,0.031803
2009-07-17,0.031789
2009-07-20,0.031822
2009-07-21,0.031887
2009-07-22,0.031878
2009-07-23,0.031901
2009-07-24,0.031933
2009-07-27,0.031960
2009-07-28,0.031967
2009-07-29,0.032001
2009-07-30,0.032052
2009-07-31,0.032162
2009-08-03,0.032188
2009-08-04,0.032201
2009-08-05,0.032264
2009-08-06,0.032295
2009-08-07,0.032303
2009-08-10,0.032310
2009-08-11,0.032336
2009-08-12,0.032337
2009-08-13,0.032312
2009-08-14,0.032375
2009-08-17,0.032433
2009-08-18,0.032424
2009-08-19,0.032475
2009-08-20,0.032477
2009-08-21,0.032570
2009-08-24,0.032593
2009-08-25,0.032600
2009-08-26,0.032579
2009-08-27,0.032533
2009-08-28,0.032556
2009-08-31,0.032585
2009-09-01,0.032582
2009-09-02,0.032569
2009-09-03,0.032545
2009-09-04,0.032568
2009-09-07,0.032670
2009-09-08,0.032700
2009-09-09,0.032710
2009-09-10,0.032738
2009-09-11,0.032714
2009-09-14,0.032749
2009-09-15,0.032754
2009-09-16,0.032799
2009-09-17,0.032848
2009-09-18,0.032838
2009-09-23,0.032905
2009-09-24,0.032951
2009-09-25,0.032999
2009-09-28,0.033020
2009-09-29,0.033032
2009-09-30,0.033051
2009-10-01,0.033100
2009-10-02,0.033113
2009-10-05,0.033152
2009-10-06,0.033254
2009-10-07,0.033330
2009-10-08,0.033268
2009-10-09,0.033280
2009-10-12,0.033295
2009-10-13,0.033271
2009-10-14,0.033256
2009-10-15,0.033273
2009-10-16,0.033311
2009-10-19,0.033236
2009-10-20,0.033289
2009-10-21,0.033292
2009-10-22,0.033319
2009-10-23,0.033292
2009-10-26,0.033289
2009-10-27,0.033149
2009-10-28,0.033190
2009-10-30,0.033182
2009-11-02,0.033225
2009-11-03,0.033196
2009-11-04,0.033182
2009-11-05,0.033199
2009-11-06,0.033198
2009-11-09,0.033255
2009-11-10,0.033293
2009-11-11,0.033318
2009-11-12,0.033327
2009-11-13,0.033310
2009-11-16,0.033334
2009-11-17,0.033344
2009-11-18,0.033347
2009-11-19,0.033377
2009-11-20,0.033391
2009-11-23,0.033390
2009-11-24,0.033388
2009-11-25,0.033381
2009-11-26,0.033398
2009-12-01,0.033411
2009-12-02,0.033398
2009-12-03,0.033403
2009-12-04,0.033419
2009-12-07,0.033429
2009-12-08,0.033395
2009-12-09,0.033399
2009-12-10,0.033410
2009-12-11,0.033403
2009-12-14,0.033393
2009-12-15,0.033356
2009-12-16,0.033281
